data,feriado,dia_util,dia_util_nao_feriado
2021-09-06,false,true,true
2021-09-20,false,true,true
2021-12-13,false,true,true
2022-03-14,false,true,true
2022-04-13,false,true,true
2022-05-25,false,true,true
2022-06-17,false,true,true
2022-06-29,false,true,true
2022-08-17,false,true,true
2022-09-26,false,true,true
2022-10-03,false,true,true
2019-02-19,false,true,true
2019-08-28,false,true,true
2019-09-06,false,true,true
2020-03-27,false,true,true
2020-04-01,false,true,true
2020-04-02,false,true,true
2020-07-08,false,true,true
2020-08-07,false,true,true
2020-08-12,false,true,true
2020-09-18,false,true,true
2020-10-16,false,true,true
2020-10-20,false,true,true
2021-01-05,false,true,true
2021-01-06,false,true,true
2021-05-19,false,true,true
2022-01-24,false,true,true
2022-08-03,false,true,true
2022-09-16,false,true,true
2022-09-21,false,true,true
2022-10-14,false,true,true
2022-10-21,false,true,true
2022-12-21,false,true,true
2019-04-22,false,true,true
2019-08-12,false,true,true
2019-10-29,false,true,true
2020-06-08,false,true,true
2020-08-13,false,true,true
2020-11-04,false,true,true
2020-11-06,false,true,true
2020-11-26,false,true,true
2021-02-11,false,true,true
2021-04-09,false,true,true
2021-07-26,false,true,true
2021-07-27,false,true,true
2021-10-07,false,true,true
2021-11-04,false,true,true
2021-11-11,false,true,true
2022-02-28,false,true,true
2022-05-27,false,true,true
2022-06-15,false,true,true
2019-02-22,false,true,true
2019-05-09,false,true,true
2019-08-05,false,true,true
2019-08-30,false,true,true
2020-03-16,false,true,true
2020-07-09,false,true,true
2020-07-29,false,true,true
2020-08-27,false,true,true
2020-09-08,false,true,true
2020-10-01,false,true,true
2020-12-21,false,true,true
2021-03-29,false,true,true
2021-04-16,false,true,true
2021-06-11,false,true,true
2021-06-17,false,true,true
2021-10-18,false,true,true
2021-11-24,false,true,true
2022-01-21,false,true,true
2022-04-26,false,true,true
2022-08-09,false,true,true
2022-09-02,false,true,true
2019-01-30,false,true,true
2019-03-01,false,true,true
2019-03-21,false,true,true
2019-05-24,false,true,true
2019-08-20,false,true,true
2019-12-30,false,true,true
2020-01-28,false,true,true
2020-03-23,false,true,true
2020-09-03,false,true,true
2020-11-23,false,true,true
2020-12-23,false,true,true
2021-01-04,false,true,true
2021-04-23,false,true,true
2021-04-26,false,true,true
2021-07-16,false,true,true
2021-08-02,false,true,true
2021-08-05,false,true,true
2019-03-26,false,true,true
2019-07-18,false,true,true
2019-08-27,false,true,true
2019-10-04,false,true,true
2019-12-17,false,true,true
2020-01-02,false,true,true
2020-01-14,false,true,true
2020-03-06,false,true,true
2021-04-05,false,true,true
2021-08-26,false,true,true
2021-10-14,false,true,true
2021-12-22,false,true,true
2022-01-04,false,true,true
2022-02-10,false,true,true
2022-02-18,false,true,true
2022-03-08,false,true,true
2022-06-07,false,true,true
2022-09-12,false,true,true
2022-09-14,false,true,true
2022-10-24,false,true,true
2022-10-25,false,true,true
2022-12-08,false,true,true
2019-04-15,false,true,true
2019-06-26,false,true,true
2019-06-27,false,true,true
2019-07-19,false,true,true
2019-10-03,false,true,true
2019-10-18,false,true,true
2019-11-07,false,true,true
2019-11-28,false,true,true
2019-12-24,false,true,true
2020-03-19,false,true,true
2020-05-05,false,true,true
2020-06-05,false,true,true
2020-07-28,false,true,true
2020-09-09,false,true,true
2020-11-16,false,true,true
2020-12-04,false,true,true
2021-02-12,false,true,true
2021-05-05,false,true,true
2021-09-30,false,true,true
2021-10-19,false,true,true
2021-11-12,false,true,true
2022-01-12,false,true,true
2022-03-24,false,true,true
2022-04-14,false,true,true
2022-05-30,false,true,true
2022-11-04,false,true,true
2019-01-16,false,true,true
2019-01-21,false,true,true
2019-02-12,false,true,true
2019-04-29,false,true,true
2019-05-02,false,true,true
2019-06-04,false,true,true
2019-06-13,false,true,true
2019-12-09,false,true,true
2020-03-25,false,true,true
2020-10-30,false,true,true
2020-11-11,false,true,true
2021-04-29,false,true,true
2021-06-15,false,true,true
2021-08-03,false,true,true
2021-09-27,false,true,true
2021-10-26,false,true,true
2022-04-18,false,true,true
2022-05-09,false,true,true
2022-08-08,false,true,true
2019-02-26,false,true,true
2019-05-08,false,true,true
2019-07-12,false,true,true
2019-11-13,false,true,true
2019-11-27,false,true,true
2020-01-15,false,true,true
2020-02-04,false,true,true
2020-03-10,false,true,true
2020-05-13,false,true,true
2021-02-26,false,true,true
2021-03-30,false,true,true
2021-05-07,false,true,true
2021-07-14,false,true,true
2021-08-23,false,true,true
2021-11-10,false,true,true
2022-02-22,false,true,true
2022-05-13,false,true,true
2022-06-03,false,true,true
2022-06-28,false,true,true
2022-07-06,false,true,true
2022-08-10,false,true,true
2022-10-04,false,true,true
2022-11-16,false,true,true
2019-03-04,false,true,true
2019-03-22,false,true,true
2019-08-09,false,true,true
2019-12-04,false,true,true
2020-05-19,false,true,true
2020-10-27,false,true,true
2021-01-29,false,true,true
2021-02-04,false,true,true
2021-02-17,false,true,true
2021-02-25,false,true,true
2021-07-09,false,true,true
2021-10-04,false,true,true
2021-10-06,false,true,true
2022-04-19,false,true,true
2022-07-20,false,true,true
2022-08-05,false,true,true
2022-08-16,false,true,true
2022-09-08,false,true,true
2022-09-23,false,true,true
2022-09-28,false,true,true
2022-09-29,false,true,true
2022-11-18,false,true,true
2022-12-09,false,true,true
2019-02-07,false,true,true
2019-02-11,false,true,true
2019-04-23,false,true,true
2019-06-05,false,true,true
2019-07-16,false,true,true
2019-11-20,false,true,true
2019-11-29,false,true,true
2019-12-31,false,true,true
2020-06-22,false,true,true
2020-08-05,false,true,true
2020-10-06,false,true,true
2020-11-25,false,true,true
2020-12-14,false,true,true
2021-10-28,false,true,true
2021-11-17,false,true,true
2022-01-19,false,true,true
2022-03-10,false,true,true
2022-03-17,false,true,true
2022-03-25,false,true,true
2022-04-01,false,true,true
2022-04-06,false,true,true
2022-09-19,false,true,true
2019-01-31,false,true,true
2019-03-14,false,true,true
2019-04-03,false,true,true
2019-04-08,false,true,true
2019-05-28,false,true,true
2019-08-08,false,true,true
2019-09-13,false,true,true
2020-01-29,false,true,true
2020-05-06,false,true,true
2020-05-29,false,true,true
2020-06-09,false,true,true
2020-07-10,false,true,true
2020-09-23,false,true,true
2020-10-21,false,true,true
2021-02-01,false,true,true
2021-08-18,false,true,true
2021-09-22,false,true,true
2021-10-20,false,true,true
2021-10-21,false,true,true
2021-12-27,false,true,true
2022-02-17,false,true,true
2022-08-19,false,true,true
2022-12-13,false,true,true
2019-02-06,false,true,true
2019-02-27,false,true,true
2019-04-04,false,true,true
2019-08-01,false,true,true
2020-01-03,false,true,true
2020-01-13,false,true,true
2020-04-27,false,true,true
2020-05-04,false,true,true
2020-05-21,false,true,true
2020-07-22,false,true,true
2020-08-20,false,true,true
2020-10-13,false,true,true
2020-12-09,false,true,true
2021-01-15,false,true,true
2021-02-23,false,true,true
2021-09-09,false,true,true
2021-11-22,false,true,true
2021-11-25,false,true,true
2022-02-07,false,true,true
2022-07-08,false,true,true
2022-07-14,false,true,true
2022-11-17,false,true,true
2022-12-29,false,true,true
